tick,scfa,lps,permeability,cellEpit
881,38,0,326.34592796970384,100
882,38,0,326.34592796970384,100
883,38,0,326.34592796970384,100
884,38,0,326.34592796970384,100
885,38,0,326.34592796970384,100
886,38,0,326.34592796970384,100
887,38,0,326.34592796970384,100
888,38,0,326.34592796970384,100
889,38,0,326.34592796970384,100
890,38,0,326.34592796970384,100
891,38,0,326.34592796970384,100
892,38,0,326.34592796970384,100
893,38,0,326.34592796970384,100
894,38,0,326.34592796970384,100
895,38,0,326.34592796970384,100
896,38,0,326.34592796970384,100
897,38,0,326.34592796970384,100
898,38,0,326.34592796970384,100
899,38,0,326.34592796970384,100
900,38,0,326.34592796970384,100
901,38,0,326.34592796970384,100
902,38,0,326.34592796970384,100
903,38,0,326.34592796970384,100
904,38,0,326.34592796970384,100
905,38,0,326.34592796970384,100
906,38,0,326.34592796970384,100
907,38,0,326.34592796970384,100
908,38,0,326.34592796970384,100
909,38,0,326.34592796970384,100
910,38,0,326.34592796970384,100
911,38,0,326.34592796970384,100
912,38,0,326.34592796970384,100
913,38,0,326.34592796970384,100
914,38,0,326.34592796970384,100
915,38,0,326.34592796970384,100
916,38,0,326.34592796970384,100
917,38,0,326.34592796970384,100
918,38,0,326.34592796970384,100
919,38,0,326.34592796970384,100
920,38,0,326.34592796970384,100
921,38,0,326.34592796970384,100
922,38,0,326.34592796970384,100
923,38,0,326.34592796970384,100
924,38,0,326.34592796970384,100
925,38,0,326.34592796970384,100
926,38,0,326.34592796970384,100
927,38,0,326.34592796970384,100
928,38,0,326.34592796970384,100
929,38,0,326.34592796970384,100
930,38,0,326.34592796970384,100
931,38,0,326.34592796970384,100
932,38,0,326.34592796970384,100
933,38,0,326.34592796970384,100
934,38,0,326.34592796970384,100
935,38,0,326.34592796970384,100
936,38,0,326.34592796970384,100
937,38,0,326.34592796970384,100
938,38,0,326.34592796970384,100
939,38,0,326.34592796970384,100
940,38,0,326.34592796970384,100
941,38,0,326.34592796970384,100
942,38,0,326.34592796970384,100
943,38,0,326.34592796970384,100
944,38,0,326.34592796970384,100
945,38,0,326.34592796970384,100
946,38,0,326.34592796970384,100
947,38,0,326.34592796970384,100
948,38,0,326.34592796970384,100
949,38,0,326.34592796970384,100
950,38,0,326.34592796970384,100
951,38,0,326.34592796970384,100
952,38,0,326.34592796970384,100
953,38,0,326.34592796970384,100
954,38,0,326.34592796970384,100
955,38,0,326.34592796970384,100
956,38,0,326.34592796970384,100
957,38,0,326.34592796970384,100
958,38,0,326.34592796970384,100
959,38,0,326.34592796970384,100
960,38,0,326.34592796970384,100
961,38,0,326.34592796970384,100
962,38,0,326.34592796970384,100
963,38,0,326.34592796970384,100
964,38,0,326.34592796970384,100
965,38,0,326.34592796970384,100
966,38,0,326.34592796970384,100
967,38,0,326.34592796970384,100
968,38,0,326.34592796970384,100
969,38,0,326.34592796970384,100
970,38,0,326.34592796970384,100
971,38,0,326.34592796970384,100
972,38,0,326.34592796970384,100
973,38,0,326.34592796970384,100
974,38,0,326.34592796970384,100
975,38,0,326.34592796970384,100
976,38,0,326.34592796970384,100
977,38,0,326.34592796970384,100
978,38,0,326.34592796970384,100
979,38,0,326.34592796970384,100
980,38,0,326.34592796970384,100
981,38,0,326.34592796970384,100
982,38,0,326.34592796970384,100
983,38,0,326.34592796970384,100
984,38,0,326.34592796970384,100
985,38,0,326.34592796970384,100
986,38,0,326.34592796970384,100
987,38,0,326.34592796970384,100
988,38,0,326.34592796970384,100
989,38,0,326.34592796970384,100
990,38,0,326.34592796970384,100
991,38,0,326.34592796970384,100
992,38,0,326.34592796970384,100
993,38,0,326.34592796970384,100
994,38,0,326.34592796970384,100
995,38,0,326.34592796970384,100
996,38,0,326.34592796970384,100
997,38,0,326.34592796970384,100
998,38,0,326.34592796970384,100
999,38,0,326.34592796970384,100
1000,38,0,326.34592796970384,100
